track_id,race_date,race_number,distance_id,course_type,track_condition,run_up_distance,race_type,purse,post_time
AQU,2019-01-01,1,650,D,MY ,36,AOC,80000,01220
AQU,2019-01-01,2,600,D,MY ,48,MCL,41000,01250
AQU,2019-01-01,3,550,D,MY ,54,MCL,35000,00121
AQU,2019-01-01,4,900,D,MY ,101,AOC,80000,00150
AQU,2019-01-01,5,700,D,MY ,60,ALW,64000,00220
AQU,2019-01-01,6,600,D,MY ,48,MCL,46000,00251
AQU,2019-01-01,7,650,D,GD ,36,AOC,67000,00323
AQU,2019-01-01,8,800,D,GD ,54,STK,150000,00350
AQU,2019-01-01,9,600,D,GD ,48,CLM,25000,00420
AQU,2019-01-04,1,800,D,FT ,54,MSW,68000,01250
AQU,2019-01-04,2,700,D,FT ,45,MSW,68000,00122
AQU,2019-01-04,3,600,D,FT ,48,CLM,28000,00157
AQU,2019-01-04,4,700,D,FT ,45,MCL,46000,00227
AQU,2019-01-04,5,900,D,FT ,72,CLM,46000,00300
AQU,2019-01-04,6,800,D,FT ,54,CLM,32000,00331
AQU,2019-01-04,7,900,D,FT ,98,AOC,67000,00359
AQU,2019-01-04,8,600,D,FT ,48,MCL,30000,00428
AQU,2019-01-05,1,800,D,SY ,54,MCL,33000,01226
AQU,2019-01-05,2,800,D,SY ,54,STR,55000,01256
AQU,2019-01-05,3,800,D,SY ,54,MSW,60000,00126
AQU,2019-01-05,4,650,D,SY ,32,MSW,60000,00158
AQU,2019-01-05,5,650,D,SY ,32,AOC,75000,00226
AQU,2019-01-05,6,550,D,SY ,52,MSW,60000,00258
AQU,2019-01-05,7,600,D,SY ,48,ALW,70000,00327
AQU,2019-01-05,8,700,D,SY ,45,STK,100000,00358
AQU,2019-01-05,9,900,D,SY ,96,CLM,28000,00428
AQU,2019-01-06,1,800,D,MY ,54,CLM,43000,01250
AQU,2019-01-06,2,550,D,MY ,52,CLM,36000,00122
AQU,2019-01-06,3,650,D,MY ,32,MCL,41000,00155
AQU,2019-01-06,4,800,D,MY ,54,SOC,60000,00226
AQU,2019-01-06,5,800,D,MY ,54,MCL,35000,00257
AQU,2019-01-06,6,650,D,MY ,32,CLM,36000,00327
AQU,2019-01-06,7,600,D,MY ,45,AOC,64000,00358
AQU,2019-01-06,8,700,D,MY ,45,AOC,67000,00428
AQU,2019-01-10,1,800,D,FT ,54,STR,55000,01250
AQU,2019-01-10,2,900,D,FT ,101,MSW,60000,00122
AQU,2019-01-10,3,800,D,FT ,54,MCL,30000,00200
AQU,2019-01-10,4,600,D,FT ,48,MSW,68000,00229
AQU,2019-01-10,5,600,D,FT ,48,CLM,42000,00257
AQU,2019-01-11,1,800,D,FT ,54,MSW,68000,01250
AQU,2019-01-11,2,800,D,FT ,54,CLM,36000,00122
AQU,2019-01-11,3,600,D,FT ,52,MSW,60000,00155
AQU,2019-01-11,4,800,D,FT ,54,AOC,70000,00227
AQU,2019-01-11,5,600,D,FT ,52,MSW,60000,00258
AQU,2019-01-11,6,550,D,FT ,60,CLM,46000,00327
AQU,2019-01-11,7,700,D,FT ,44,ALW,64000,00359
AQU,2019-01-11,8,650,D,FT ,33,MCL,33000,00429
AQU,2019-01-12,1,650,D,FT ,32,MCL,35000,01228
AQU,2019-01-12,2,550,D,FT ,54,CLM,32000,00100
AQU,2019-01-12,3,650,D,FT ,32,STR,55000,00130
AQU,2019-01-12,4,650,D,FT ,32,MCL,35000,00202
AQU,2019-01-12,5,600,D,FT ,45,CLM,28000,00231
AQU,2019-01-12,6,600,D,FT ,45,CLM,32000,00300
AQU,2019-01-12,7,800,D,FT ,54,ALW,70000,00331
AQU,2019-01-12,8,700,D,FT ,45,STK,100000,00402
AQU,2019-01-12,9,800,D,FT ,54,MCL,33000,00432
AQU,2019-01-13,1,550,D,FT ,63,MSW,68000,01251
AQU,2019-01-13,2,900,D,FT ,84,AOC,75000,00122
AQU,2019-01-13,3,650,D,FT ,45,CLM,42000,00157
AQU,2019-01-13,4,550,D,FT ,63,MCL,35000,00226
AQU,2019-01-13,5,600,D,FT ,48,CLM,28000,00259
AQU,2019-01-13,6,800,D,FT ,54,MSW,68000,00330
AQU,2019-01-13,7,650,D,FT ,45,STK,100000,00400
AQU,2019-01-13,8,600,D,FT ,48,CLM,28000,00430
AQU,2019-01-18,1,600,D,FT ,48,STR,55000,01251
AQU,2019-01-18,2,600,D,FT ,48,SOC,60000,00123
AQU,2019-01-18,3,600,D,FT ,48,MCL,33000,00156
AQU,2019-01-18,4,800,D,FT ,54,CLM,57000,00227
AQU,2019-01-18,5,800,D,FT ,54,MCL,35000,00257
AQU,2019-01-18,6,800,D,FT ,54,CLM,42000,00327
AQU,2019-01-18,7,650,D,FT ,34,AOC,70000,00358
AQU,2019-01-18,8,600,D,FT ,48,CLM,37000,00428
AQU,2019-01-19,1,600,D,FT ,36,MSW,68000,01229
AQU,2019-01-19,2,900,D,FT ,99,CLM,28000,00101
AQU,2019-01-19,3,700,D,FT ,40,CLM,50000,00132
AQU,2019-01-19,4,800,D,FT ,54,MCL,41000,00201
AQU,2019-01-19,5,700,D,FT ,40,STK,100000,00229
AQU,2019-01-19,6,800,D,FT ,54,CLM,28000,00301
AQU,2019-01-19,7,600,D,FT ,36,CLM,46000,00330
AQU,2019-01-19,8,900,D,FT ,99,AOC,64000,00400
AQU,2019-01-19,9,800,D,FT ,54,CLM,25000,00430
AQU,2019-01-20,1,900,D,SY ,101,MCL,35000,01250
AQU,2019-01-20,2,800,D,SY ,54,AOC,64000,00119
AQU,2019-01-20,3,550,D,SY ,52,MCL,35000,00147
AQU,2019-01-20,4,600,D,SY ,48,CLM,43000,00217
AQU,2019-01-20,5,700,D,SY ,45,MSW,60000,00245
AQU,2019-01-20,6,600,D,SY ,48,CLM,48000,00311
AQU,2019-01-20,7,900,D,SY ,101,STK,100000,00339
AQU,2019-01-20,8,550,D,SY ,52,MCL,35000,00407
AQU,2019-01-25,1,600,D,MY ,45,MCL,41000,01225
AQU,2019-01-25,2,600,D,MY ,45,AOC,67000,01256
AQU,2019-01-25,3,600,D,MY ,45,MSW,60000,00127
AQU,2019-01-25,4,600,D,MY ,45,MCL,30000,00158
AQU,2019-01-25,5,800,D,GD ,52,CLM,20000,00227
AQU,2019-01-25,6,800,D,GD ,52,MCL,35000,00258
AQU,2019-01-25,7,800,D,GD ,52,AOC,67000,00328
AQU,2019-01-25,8,700,D,GD ,44,STK,100000,00401
AQU,2019-01-25,9,550,D,GD ,51,CLM,28000,00429
AQU,2019-01-26,1,800,D,FT ,54,AOC,67000,01225
AQU,2019-01-26,2,650,D,FT ,30,MCL,35000,01255
AQU,2019-01-26,3,800,D,FT ,54,AOC,64000,00128
AQU,2019-01-26,4,600,D,FT ,48,SOC,60000,00156
AQU,2019-01-26,5,550,D,FT ,52,MSW,60000,00227
AQU,2019-01-26,6,650,D,FT ,30,ALW,70000,00253
AQU,2019-01-26,7,800,D,FT ,54,CLM,28000,00323
AQU,2019-01-26,8,900,D,FT ,92,STK,100000,00351
AQU,2019-01-26,9,800,D,FT ,54,CLM,40000,00420
AQU,2019-01-26,10,800,D,FT ,54,MCL,33000,00449
AQU,2019-01-27,1,600,D,FT ,45,MSW,68000,01227
AQU,2019-01-27,2,800,D,FT ,54,CLM,43000,01259
AQU,2019-01-27,3,600,D,FT ,45,MCL,35000,00133
AQU,2019-01-27,4,950,D,FT ,52,SHP,50000,00203
AQU,2019-01-27,5,600,D,FT ,45,AOC,67000,00232
AQU,2019-01-27,6,600,D,FT ,45,CLM,36000,00304
AQU,2019-01-27,7,600,D,FT ,45,AOC,75000,00334
AQU,2019-01-27,8,700,D,FT ,44,STK,100000,00405
AQU,2019-01-27,9,800,D,FT ,54,MSW,60000,00436
AQU,2019-02-01,1,600,D,FT ,48,CLM,57000,01250
AQU,2019-02-01,2,700,D,FT ,45,MSW,68000,00123
AQU,2019-02-01,3,600,D,FT ,48,MCL,41000,00154
AQU,2019-02-01,4,600,D,FT ,40,AOC,75000,00223
AQU,2019-02-01,5,900,D,FT ,102,MCL,30000,00252
AQU,2019-02-01,6,550,D,FT ,54,CLM,25000,00319
AQU,2019-02-01,7,800,D,FT ,54,SOC,60000,00347
AQU,2019-02-01,8,550,D,FT ,52,MCL,33000,00419
AQU,2019-02-02,1,800,D,FT ,54,SHP,45000,01220
AQU,2019-02-02,2,900,D,FT ,105,MSW,68000,01251
AQU,2019-02-02,3,650,D,FT ,34,CLM,32000,00121
AQU,2019-02-02,4,800,D,FT ,54,MSW,68000,00151
AQU,2019-02-02,5,550,D,FT ,55,MCL,46000,00232
AQU,2019-02-02,6,800,D,FT ,54,AOC,75000,00300
AQU,2019-02-02,7,600,D,FT ,42,CLM,20000,00330
AQU,2019-02-02,8,800,D,FT ,54,AOC,64000,00400
AQU,2019-02-02,9,900,D,FT ,98,STK,250000,00431
AQU,2019-02-02,10,650,D,FT ,34,CLM,28000,00503
AQU,2019-02-03,1,800,D,FT ,54,ALW,70000,01250
AQU,2019-02-03,2,600,D,FT ,40,MSW,68000,00120
AQU,2019-02-03,3,600,D,FT ,34,CLM,46000,00150
AQU,2019-02-03,4,650,D,FT ,36,MSW,60000,00223
AQU,2019-02-03,5,600,D,FT ,34,AOC,64000,00252
AQU,2019-02-03,6,650,D,FT ,36,MSW,60000,00326
AQU,2019-02-03,7,700,D,FT ,46,CLM,36000,00358
AQU,2019-02-03,8,900,D,FT ,98,STK,100000,00429
AQU,2019-02-03,9,600,D,FT ,40,STR,55000,00458
AQU,2019-02-07,1,700,D,MY ,44,CLM,28000,01251
AQU,2019-02-07,2,600,D,MY ,45,MCL,30000,00125
AQU,2019-02-07,3,700,D,MY ,44,MSW,60000,00153
AQU,2019-02-07,4,600,D,MY ,45,CLM,28000,00226
AQU,2019-02-07,5,800,D,MY ,52,AOC,64000,00258
AQU,2019-02-07,6,650,D,MY ,48,WCL,37000,00330
AQU,2019-02-07,7,800,D,MY ,52,AOC,80000,00359
AQU,2019-02-07,8,800,D,MY ,52,CLM,16000,00433
AQU,2019-02-08,1,800,D,SY ,54,MCL,35000,01250
AQU,2019-02-08,2,700,D,SY ,44,CLM,44000,00122
AQU,2019-02-08,3,600,D,SY ,48,CLM,46000,00156
AQU,2019-02-08,4,600,D,SY ,48,MCL,46000,00226
AQU,2019-02-08,5,800,D,SY ,54,MSW,60000,00257
AQU,2019-02-08,6,650,D,SY ,45,STR,55000,00329
AQU,2019-02-08,7,600,D,SY ,48,ALW,64000,00400
AQU,2019-02-08,8,600,D,SY ,48,MCL,35000,00433
AQU,2019-02-09,1,650,D,FT ,45,MSW,68000,01250
AQU,2019-02-09,2,700,D,FT ,44,CLM,20000,00124
AQU,2019-02-09,3,900,D,FT ,84,CLM,25000,00156
AQU,2019-02-09,4,650,D,FT ,45,MCL,33000,00228
AQU,2019-02-09,5,600,D,FT ,50,ALW,70000,00301
AQU,2019-02-09,6,600,D,FT ,50,MCL,35000,00335
AQU,2019-02-09,7,700,D,FT ,44,SOC,60000,00405
AQU,2019-02-09,8,700,D,FT ,44,STK,150000,00433
AQU,2019-02-09,9,600,D,FT ,50,MCL,35000,00504
AQU,2019-02-10,1,700,D,FT ,45,MCL,30000,01250
AQU,2019-02-10,2,900,D,FT ,92,CLM,28000,00125
AQU,2019-02-10,3,800,D,FT ,54,MCL,35000,00157
AQU,2019-02-10,4,550,D,FT ,51,ALW,64000,00228
AQU,2019-02-10,5,800,D,FT ,54,MCL,46000,00300
AQU,2019-02-10,6,600,D,FT ,54,CLM,43000,00329
AQU,2019-02-10,7,700,D,FT ,45,CLM,55000,00359
AQU,2019-02-10,8,800,D,FT ,54,STK,100000,00446
AQU,2019-02-15,1,800,D,FT ,54,MSW,68000,01250
AQU,2019-02-15,2,800,D,FT ,54,MCL,33000,00122
AQU,2019-02-15,3,800,D,FT ,54,CLM,50000,00154
AQU,2019-02-15,4,550,D,FT ,44,MCL,35000,00227
AQU,2019-02-15,5,600,D,FT ,45,CLM,28000,00301
AQU,2019-02-15,6,600,D,FT ,45,MCL,46000,00334
AQU,2019-02-15,7,800,D,FT ,54,AOC,75000,00408
AQU,2019-02-15,8,600,D,FT ,45,CLM,28000,00441
AQU,2019-02-16,1,700,D,FT ,44,MSW,60000,01251
AQU,2019-02-16,2,700,D,FT ,44,AOC,67000,00122
AQU,2019-02-16,3,650,D,FT ,38,CLM,46000,00154
AQU,2019-02-16,4,800,D,FT ,54,MSW,60000,00227
AQU,2019-02-16,5,600,D,FT ,48,CLM,16000,00300
AQU,2019-02-16,6,800,D,FT ,54,CLM,28000,00334
AQU,2019-02-16,7,600,D,FT ,48,ALW,70000,00408
AQU,2019-02-16,8,600,D,FT ,48,STK,100000,00442
AQU,2019-02-16,9,800,D,FT ,54,MCL,35000,00512
AQU,2019-02-17,1,650,D,FT ,40,MSW,68000,01251
AQU,2019-02-17,2,800,D,FT ,54,CLM,37000,00125
AQU,2019-02-17,3,800,D,FT ,54,MCL,46000,00157
AQU,2019-02-17,4,900,D,FT ,96,AOC,67000,00230
AQU,2019-02-17,5,600,D,FT ,48,MSW,60000,00304
AQU,2019-02-17,6,700,D,FT ,44,CLM,50000,00337
AQU,2019-02-17,7,800,D,FT ,54,STK,100000,00410
AQU,2019-02-17,8,600,D,FT ,48,MSW,60000,00443
AQU,2019-02-18,1,700,D,FT ,44,MCL,35000,01251
AQU,2019-02-18,2,900,D,FT ,96,CLM,28000,00121
AQU,2019-02-18,3,800,D,FT ,54,MCL,33000,00153
AQU,2019-02-18,4,800,D,FT ,54,STR,55000,00223
AQU,2019-02-18,5,800,D,FT ,54,MSW,68000,00255
AQU,2019-02-18,6,800,D,FT ,54,AOC,64000,00326
AQU,2019-02-18,7,600,D,FT ,54,AOC,64000,00356
AQU,2019-02-18,8,600,D,FT ,54,STK,100000,00430
AQU,2019-02-18,9,650,D,FT ,45,CLM,36000,00503
AQU,2019-02-21,1,900,D,SY ,94,MCL,33000,01250
AQU,2019-02-21,2,800,D,SY ,54,MSW,68000,00122
AQU,2019-02-21,3,800,D,SY ,54,CLM,36000,00154
AQU,2019-02-21,4,650,D,SY ,38,MCL,46000,00228
AQU,2019-02-21,5,650,D,SY ,38,MCL,41000,00301
AQU,2019-02-21,6,800,D,SY ,54,CLM,43000,00333
AQU,2019-02-21,7,700,D,SY ,45,SOC,60000,00408
AQU,2019-02-21,8,800,D,SY ,54,ALW,70000,00440
AQU,2019-02-22,1,700,D,MY ,44,MSW,60000,01250
AQU,2019-02-22,2,600,D,GD ,44,CLM,25000,00122
AQU,2019-02-22,3,600,D,GD ,44,AOC,70000,00154
AQU,2019-02-22,4,650,D,GD ,38,MCL,46000,00227
AQU,2019-02-22,5,800,D,GD ,54,MCL,30000,00300
AQU,2019-02-22,6,800,D,GD ,54,CLM,40000,00333
AQU,2019-02-22,7,900,D,GD ,96,CLM,60000,00409
AQU,2019-02-22,8,600,D,GD ,44,CLM,28000,00440
AQU,2019-02-23,1,800,D,FT ,54,CLM,36000,01250
AQU,2019-02-23,2,600,D,FT ,45,MSW,60000,00121
AQU,2019-02-23,3,700,D,FT ,44,AOC,67000,00151
AQU,2019-02-23,4,600,D,FT ,45,MSW,60000,00226
AQU,2019-02-23,5,600,D,FT ,45,ALW,64000,00253
AQU,2019-02-23,6,650,D,FT ,36,MSW,68000,00325
AQU,2019-02-23,7,700,D,FT ,44,AOC,75000,00357
AQU,2019-02-23,8,600,D,FT ,45,STK,100000,00426
AQU,2019-02-23,9,600,D,FT ,45,CLM,25000,00457
AQU,2019-02-24,1,550,D,SY ,48,MSW,68000,01251
AQU,2019-02-24,2,700,D,SY ,52,CLM,37000,00123
AQU,2019-02-24,3,600,D,SY ,50,CLM,36000,00155
AQU,2019-02-24,4,800,D,SY ,54,CLM,48000,00225
AQU,2019-02-24,5,550,D,SY ,48,CLM,28000,00256
AQU,2019-02-24,6,700,D,SY ,52,AOC,75000,00330
AQU,2019-02-24,7,900,D,SY ,92,AOC,64000,00358
AQU,2019-02-24,8,600,D,SY ,50,MCL,33000,00429
AQU,2019-02-28,1,650,D,FT ,36,MCL,30000,01250
AQU,2019-02-28,2,800,D,FT ,54,STR,55000,00122
AQU,2019-02-28,3,800,D,FT ,54,MSW,60000,00154
AQU,2019-02-28,4,800,D,FT ,54,SOC,60000,00227
AQU,2019-02-28,5,800,D,FT ,54,MCL,46000,00301
AQU,2019-02-28,6,800,D,FT ,54,CLM,16000,00334
AQU,2019-02-28,7,650,D,FT ,36,STR,55000,00408
AQU,2019-02-28,8,800,D,FT ,54,MCL,35000,00441
AQU,2019-03-01,1,600,D,FT ,45,CLM,55000,01250
AQU,2019-03-01,2,800,D,FT ,54,STR,48000,00126
AQU,2019-03-01,3,600,D,FT ,45,MCL,35000,00200
AQU,2019-03-01,4,800,D,FT ,54,MSW,60000,00230
AQU,2019-03-01,5,600,D,FT ,45,CLM,43000,00303
AQU,2019-03-01,6,600,D,FT ,45,MCL,35000,00335
AQU,2019-03-01,7,800,D,FT ,54,AOC,64000,00407
AQU,2019-03-01,8,600,D,FT ,45,CLM,46000,00439
AQU,2019-03-02,1,650,D,GD ,38,MCL,35000,01251
AQU,2019-03-02,2,600,D,FT ,45,STR,55000,00128
AQU,2019-03-02,3,600,D,FT ,45,CLM,42000,00159
AQU,2019-03-02,4,550,D,FT ,52,MCL,35000,00230
AQU,2019-03-02,5,600,D,FT ,45,CLM,28000,00312
AQU,2019-03-02,6,550,D,FT ,52,MCL,35000,00347
AQU,2019-03-02,7,600,D,FT ,45,ALW,64000,00416
AQU,2019-03-02,8,1050,D,FT ,36,STK,100000,00450
AQU,2019-03-02,9,800,D,FT ,54,CLM,25000,00522
AQU,2019-03-03,1,600,D,FT ,48,MSW,68000,01250
AQU,2019-03-03,2,600,D,FT ,48,MCL,33000,00125
AQU,2019-03-03,3,600,D,FT ,48,CLM,48000,00156
AQU,2019-03-03,4,650,D,FT ,36,MCL,46000,00229
AQU,2019-03-03,5,550,D,FT ,50,MSW,60000,00258
AQU,2019-03-03,6,600,D,FT ,48,CLM,46000,00327
AQU,2019-03-03,7,600,D,FT ,48,STR,55000,00357
AQU,2019-03-03,8,700,D,FT ,45,ALW,70000,00428
AQU,2019-03-08,1,550,D,FT ,45,MSW,68000,01250
AQU,2019-03-08,2,800,D,FT ,54,AOC,75000,00125
AQU,2019-03-08,3,700,D,FT ,44,MCL,46000,00200
AQU,2019-03-08,4,600,D,FT ,45,MCL,46000,00229
AQU,2019-03-08,5,600,D,FT ,45,AOC,67000,00304
AQU,2019-03-08,6,800,D,FT ,54,CLM,28000,00338
AQU,2019-03-08,7,600,D,FT ,45,CLM,43000,00412
AQU,2019-03-08,8,800,D,FT ,54,MCL,35000,00444
AQU,2019-03-09,1,600,D,FT ,45,MSW,60000,01221
AQU,2019-03-09,2,800,D,FT ,52,CLM,36000,01252
AQU,2019-03-09,3,600,D,FT ,45,MCL,35000,00125
AQU,2019-03-09,4,900,D,FT ,80,STR,60000,00157
AQU,2019-03-09,5,800,D,FT ,54,ALW,64000,00232
AQU,2019-03-09,6,650,D,FT ,32,CLM,28000,00307
AQU,2019-03-09,7,650,D,FT ,32,CLM,52000,00338
AQU,2019-03-09,8,600,D,FT ,45,STK,200000,00409
AQU,2019-03-09,9,800,D,FT ,54,STK,150000,00440
AQU,2019-03-09,10,800,D,FT ,54,STK,300000,00511
AQU,2019-03-09,11,800,D,FT ,54,STK,250000,00544
AQU,2019-03-10,1,800,D,SY ,54,MCL,46000,00131
AQU,2019-03-10,2,800,D,SY ,54,CLM,28000,00202
AQU,2019-03-10,3,700,D,SY ,45,AOC,70000,00234
AQU,2019-03-10,4,800,D,SY ,54,CLM,32000,00306
AQU,2019-03-10,5,600,D,SY ,50,WCL,40000,00338
AQU,2019-03-10,6,800,D,SY ,54,MSW,68000,00412
AQU,2019-03-10,7,700,D,SY ,45,ALW,70000,00443
AQU,2019-03-10,8,800,D,SY ,54,STK,150000,00519
AQU,2019-03-10,9,900,D,SY ,82,CLM,28000,00551
AQU,2019-03-15,1,800,D,FT ,54,MCL,33000,00130
AQU,2019-03-15,2,900,D,FT ,88,ALW,70000,00205
AQU,2019-03-15,3,600,D,FT ,45,MSW,60000,00240
AQU,2019-03-15,4,800,D,FT ,54,MSW,60000,00316
AQU,2019-03-15,5,600,D,FT ,45,CLM,36000,00349
AQU,2019-03-15,6,800,D,FT ,54,MCL,35000,00422
AQU,2019-03-15,7,600,D,FT ,45,SOC,60000,00452
AQU,2019-03-15,8,800,D,FT ,54,AOC,67000,00524
AQU,2019-03-15,9,700,D,FT ,44,CLM,32000,00555
AQU,2019-03-16,1,800,D,FT ,54,CLM,28000,00130
AQU,2019-03-16,2,800,D,FT ,54,MSW,68000,00203
AQU,2019-03-16,3,600,D,FT ,45,STK,100000,00240
AQU,2019-03-16,4,800,D,FT ,54,CLM,36000,00320
AQU,2019-03-16,5,800,D,FT ,54,MCL,35000,00404
AQU,2019-03-16,6,700,D,FT ,44,CLM,28000,00433
AQU,2019-03-16,7,600,D,FT ,45,CLM,50000,00505
AQU,2019-03-16,8,650,D,FT ,38,AOC,64000,00540
AQU,2019-03-16,9,700,D,FT ,44,CLM,28000,00612
AQU,2019-03-17,1,800,D,FT ,54,STR,55000,00130
AQU,2019-03-17,2,900,D,FT ,88,MCL,30000,00207
AQU,2019-03-17,3,800,D,FT ,54,STK,100000,00242
AQU,2019-03-17,4,700,D,FT ,44,MSW,68000,00320
AQU,2019-03-17,5,900,D,FT ,82,AOC,64000,00356
AQU,2019-03-17,6,600,D,FT ,40,MSW,60000,00428
AQU,2019-03-17,7,600,D,FT ,40,CLM,28000,00459
AQU,2019-03-17,8,600,D,FT ,40,AOC,67000,00529
AQU,2019-03-17,9,650,D,FT ,30,MCL,35000,00604
AQU,2019-03-22,1,650,D,SY ,36,CLM,36000,00130
AQU,2019-03-22,2,800,D,SY ,54,MCL,46000,00205
AQU,2019-03-22,3,800,D,SY ,54,CLM,46000,00240
AQU,2019-03-22,4,600,D,SY ,48,MCL,46000,00317
AQU,2019-03-22,5,800,D,SY ,54,CLM,37000,00349
AQU,2019-03-22,6,600,D,SY ,45,MCL,46000,00422
AQU,2019-03-22,7,600,D,SY ,45,CLM,36000,00452
AQU,2019-03-22,8,600,D,SY ,45,AOC,75000,00524
AQU,2019-03-22,9,650,D,SY ,36,MSW,60000,00556
AQU,2019-03-23,1,800,D,FT ,54,CLM,24000,00130
AQU,2019-03-23,2,700,D,FT ,44,CLM,28000,00203
AQU,2019-03-23,3,800,D,FT ,54,MSW,60000,00241
AQU,2019-03-23,4,550,D,FT ,52,MCL,35000,00320
AQU,2019-03-23,5,800,D,FT ,54,CLM,24000,00400
AQU,2019-03-23,6,550,D,FT ,52,MCL,35000,00441
AQU,2019-03-23,7,600,D,FT ,45,CLM,37000,00515
AQU,2019-03-23,8,600,D,FT ,45,STK,100000,00545
AQU,2019-03-23,9,600,D,FT ,45,MCL,33000,00615
AQU,2019-03-24,1,600,D,FT ,45,MCL,30000,00130
AQU,2019-03-24,2,650,D,FT ,36,CLM,43000,00205
AQU,2019-03-24,3,550,D,FT ,52,MSW,60000,00241
AQU,2019-03-24,4,600,D,FT ,45,MCL,30000,00321
AQU,2019-03-24,5,600,D,FT ,45,SOC,60000,00356
AQU,2019-03-24,6,800,D,FT ,54,MSW,60000,00430
AQU,2019-03-24,7,700,D,FT ,44,ALW,64000,00503
AQU,2019-03-24,8,800,D,FT ,54,ALW,70000,00536
AQU,2019-03-24,9,800,D,FT ,54,CLM,50000,00607
AQU,2019-03-29,1,800,D,FT ,54,MSW,68000,00130
AQU,2019-03-29,2,600,D,FT ,45,AOC,67000,00205
AQU,2019-03-29,3,800,D,FT ,54,MCL,33000,00240
AQU,2019-03-29,4,600,D,FT ,45,CLM,28000,00317
AQU,2019-03-29,5,700,D,FT ,44,CLM,42000,00351
AQU,2019-03-29,6,550,D,FT ,48,MCL,33000,00422
AQU,2019-03-29,7,700,D,FT ,44,CLM,46000,00452
AQU,2019-03-29,8,800,D,FT ,54,SOC,60000,00523
AQU,2019-03-29,9,800,D,FT ,54,MCL,35000,00555
AQU,2019-03-30,1,700,D,FT ,44,SST,45000,00130
AQU,2019-03-30,2,600,D,FT ,45,SST,55000,00203
AQU,2019-03-30,3,700,D,FT ,44,SST,45000,00240
AQU,2019-03-30,4,650,D,FT ,30,SST,70000,00317
AQU,2019-03-30,5,800,D,FT ,54,SST,60000,00347
AQU,2019-03-30,6,600,D,FT ,45,SST,55000,00418
AQU,2019-03-30,7,650,D,FT ,30,SST,75000,00450
AQU,2019-03-30,8,800,D,FT ,54,SST,60000,00521
AQU,2019-03-30,9,1100,D,FT ,32,SST,75000,00552
AQU,2019-03-30,10,700,D,FT ,44,SST,80000,00624
AQU,2019-03-31,1,600,D,GD ,45,CLM,32000,00130
AQU,2019-03-31,2,600,D,GD ,45,MCL,33000,00205
AQU,2019-03-31,3,600,D,GD ,45,ALW,70000,00240
AQU,2019-03-31,4,600,D,GD ,45,MSW,60000,00320
AQU,2019-03-31,5,800,D,GD ,54,CLM,28000,00357
AQU,2019-03-31,6,600,D,GD ,45,MCL,46000,00429
AQU,2019-03-31,7,600,D,GD ,45,STR,55000,00501
AQU,2019-03-31,8,800,D,GD ,54,STK,100000,00533
AQU,2019-03-31,9,600,D,GD ,45,AOC,64000,00603
AQU,2019-04-05,1,800,D,FT ,54,SOC,60000,00130
AQU,2019-04-05,2,600,D,FT ,48,MSW,70000,00201
AQU,2019-04-05,3,650,D,FT ,36,CLM,38000,00230
AQU,2019-04-05,4,650,D,FT ,36,MCL,30000,00306
AQU,2019-04-05,5,650,D,FT ,36,ALW,66000,00338
AQU,2019-04-05,6,800,O,FM ,64,CLM,44000,00410
AQU,2019-04-05,7,800,D,FT ,54,AOC,70000,00443
AQU,2019-04-05,8,700,D,FT ,44,STK,150000,00516
AQU,2019-04-05,9,800,T,FM ,63,MSW,62000,00549
AQU,2019-04-06,1,600,D,FT ,45,MSW,70000,00100
AQU,2019-04-06,2,550,D,FT ,56,MSW,62000,00133
AQU,2019-04-06,3,600,D,FT ,45,AOC,66000,00202
AQU,2019-04-06,4,700,D,FT ,44,CLM,28000,00234
